molecule_chembl_id,canonical_smiles
CHEMBL274391,COc1cccc2c1CCC[C@H]2CN(C)CCc1ccc2c(c1)OCC2
CHEMBL273231,O=C(O)CCC/C=C\C[C@H]1[C@H](CNS(=O)(=O)c2ccc(Cl)cc2)C2CC1(c1ccc(F)cc1)CO2
CHEMBL269399,CS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3cc([N+](=O)[O-])ccc23)cc1
CHEMBL9423,CCCCN(C)C(=O)[C@H](Cc1ccc(C(N)NN)cc1)NS(=O)(=O)c1ccc2ccccc2c1
CHEMBL8632,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)cc(N)c2cc1OC
CHEMBL266541,O=C1N(CN2CCCC2)c2ccccc2C12OCCO2
CHEMBL265673,Cc1c(NC(=O)CCc2ccc(Cl)cc2)ccc2nc(N)nc(N)c12
CHEMBL9997,CCC(=O)NCCc1c2n(c3ccc(OC)cc13)CCc1ccccc1-2
CHEMBL13495,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccncc3nc2-1
CHEMBL7397,CCOC(=O)c1cccnc1N1CCN(C(=O)c2cc3ccccc3[nH]2)CC1
CHEMBL13047,CCCCc1c(O)n(Cc2ccccc2)c2nc3c(c(=O)n(C)c(=O)n3C)n2c1=O
CHEMBL12843,OCCN1CCN(c2cn(-c3ccc(F)cc3)c3ccc(C(F)(F)F)cc23)CC1
CHEMBL14969,O=c1c(-c2ccc(Cl)cc2Cl)cccn1C(CN1CCCC1)c1ccccc1
CHEMBL275031,O=C(NCC=C1c2ccccc2CCc2ccccc21)Nc1ccc(Cl)cc1
CHEMBL276617,Cc1sc2nc(SCCCN3CCN(c4ccccc4[N+](=O)[O-])CC3)n(N)c(=O)c2c1C
CHEMBL275732,COc1ccc(-c2csc(-c3ccc(S(=O)(=O)NC(C(=O)CCC(=O)O)C(C)C)cc3)n2)cc1
CHEMBL12527,C/N=C(\NC#N)NCCSCc1c[nH]c2ccccc12
CHEMBL9861,[O-][S+](Cc1ccccn1)c1nc2ccccc2[nH]1
CHEMBL8689,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)cc(N)c2cc1OC
CHEMBL6246,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23
CHEMBL7975,O=C(O)C1Cc2cc3c(-c4ccccc4F)noc3c(Br)c2O1
CHEMBL273958,O=NN(CCF)C(=O)NC1CCSc2ccccc21
CHEMBL9951,O=C1c2ccccc2CCCN1CCN1CCC(n2ccc3cc(F)ccc32)CC1
CHEMBL9098,O=C(c1c(F)c(F)c(F)c(F)c1F)c1ccc2n1CCC2C(=O)O
CHEMBL14320,CCOC(=O)C1(CCCCCCCCc2ccccc2)CO1
CHEMBL13285,COc1cccc(OC)c1OC(=O)C(CC(=O)N1CCCCC1)N1CCCCC1
CHEMBL7093,C/C(=C\CC1SC(=O)NC1=O)c1cccc(OCc2nc(-c3ccc(OC(F)(F)F)cc3)oc2C)c1
CHEMBL15235,O=C(NCc1ccncc1)c1c(O)c2cccnc2n(-c2ccccc2)c1=O
CHEMBL9876,COC(=O)C(C)(C)C(=O)Oc1ccc(C(=O)c2ccccc2)cc1
CHEMBL267076,Cn1cc(C2=NCC3(CN4CCC3CC4)O2)c2cc(N)ccc21
CHEMBL13251,CCN(CC)CCOc1ccc(/C(=C\Cc2ccccc2)c2ccc(O)cc2)cc1
CHEMBL8376,S=C(Nc1ccc(Cl)cc1)OC(Cn1ccnc1)c1ccc(Cl)cc1Cl
CHEMBL274167,CCCCN(CC)C(=O)c1ccc(N(c2ccccc2)[C@@H]2C[C@H]3CC[C@@H](C2)N3CCc2ccccc2)cc1
CHEMBL14209,O=C1CC2(CCCC2)CC(=O)N1CCN1CCc2ccccc2C1
CHEMBL14719,O=C(Nc1ccc(Cl)cc1)c1c(O)c2cccnc2n(-c2ccccc2)c1=O
CHEMBL15353,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CCN1
CHEMBL442328,CCCCCCCCCCC12NC(Cc3ccccc31)c1ccccc12
CHEMBL273901,CCCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3NC)CC1
CHEMBL14088,CC(C)(C)CC(=O)N[C@@H]1CCc2ccccc2N(Cc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)C1=O
CHEMBL12833,O=P(O)(O)Cc1ccc2nc(O)c(O)nc2c1
CHEMBL14536,COc1ccccc1-c1cc(O)c2cc3c(cc2n1)OCO3
CHEMBL12478,CCNn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21
CHEMBL266763,CC1Cc2cc3c(cc2C(c2ccc(N)cc2)=NN1C(=O)c1ccccc1)OCO3
CHEMBL13532,CC(C)N1C(=O)NC(c2ccc(F)cc2)c2cc3c(cc21)OCO3
CHEMBL13290,O=C1CN=C(c2ccccc2)c2cc(F)ccc2N1
CHEMBL10262,CN(C)c1ccc2c(=O)oc(Nc3ccccc3I)nc2c1
CHEMBL10087,CCOCCn1c([S+]([O-])Cc2nccc(SCC)c2C)nc2ccccc21
CHEMBL10444,O=C1O[C@H](c2ccc(F)cc2)[C@@](Cn2cncn2)(c2ccc(Cl)cc2Cl)O1
CHEMBL106,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F
CHEMBL276408,CC(C)c1ccc(C2N=C(S)N(C(C)C)c3cc4c(cc32)OCO4)cc1
CHEMBL10232,CCSc1ccnc(C[S+]([O-])c2nc3ccccc3n2COC(=O)C(C)(C)C)c1C
CHEMBL276489,O=C(c1ccc(Cl)cc1)C(O)(Cn1cncn1)c1ccc(Cl)cc1
CHEMBL12686,COc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2)cc1
CHEMBL7378,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)O[C@H](C)[C@H](C)C3=O
CHEMBL10580,CCCCCC(O)(Cn1cncn1)C(=O)c1ccc(Cl)cc1
CHEMBL9781,C1=C(c2ccc(-c3ccccc3)cc2)N2CCCN=C2c2ccccc21
CHEMBL10290,O=C(c1ccc(Cl)cc1)C(O)(Cn1cnnc1)c1ccc(Cl)cc1
CHEMBL11385,Cn1c(=O)c2nc(-c3cccc([N+](=O)[O-])c3)[nH]c2n(C)c1=O
CHEMBL273604,C=C1C(=O)c2ccccc2OC1c1cccc(Cl)c1
CHEMBL14896,COc1ccc2c(c1)OCCC2CN1CCC2(CC1)C(=O)NCN2c1ccccc1
CHEMBL428672,CCOC(=O)C1C(=O)C(=O)NC12CCOc1ccc(F)cc12
CHEMBL268859,Cc1c(C(=O)N(C)CCC(=O)O)s/c(=N\C(=O)c2ccc(C(=N)N)cc2)n1C
CHEMBL8651,CCCCNC(=O)C(=O)[C@H](Cc1ccccc1)NC(=O)C1Cc2cc3c(cc2S(=O)(=O)N1CC)OCCO3
CHEMBL9751,CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2
CHEMBL12609,COc1ccc(NC(=O)c2cc(OCCCN(C)C)nn2Cc2ccccc2)cc1
CHEMBL9004,CCCCCC(O)c1cccc(COc2ccccc2)c1
CHEMBL9646,COP(=O)(Nc1ccc(Nc2c3ccccc3nc3c(C)cccc23)cc1)OC
CHEMBL269256,O=C(c1cc2ccccc2[nH]1)N1CCN(c2ncccc2NCC2CC2)CC1
CHEMBL276381,CCCCc1nc(C(N)=O)c(C(N)=O)n1Cc1ccc(-n2cccc2-c2nn[nH]n2)cc1
CHEMBL274544,CC(S(=O)(=O)c1ccc(Cl)cc1)S(=O)(=O)C(F)(F)F
CHEMBL438755,CCCN1CCN(CCC)C2(COc3cccc(OC)c3C2)C1
CHEMBL280223,O=C(O)CCCCCCN1C(=O)CC[C@@H]1/C=C/C(O)C1(c2ccccc2)CC1
CHEMBL275135,CCN(CC)C(=O)c1ccc(N(c2ccccc2)[C@@H]2C[C@H]3CC[C@@H](C2)N3CCc2ccccc2)cc1
CHEMBL275301,CC(C)c1ccccc1Sc1c(O)cc(-c2ccc(F)cc2)oc1=O
CHEMBL7233,CC(C)(C)NCC(O)COC(=O)c1ccc(O)cc1
CHEMBL9489,CCCCn1cc(C(=O)NCCN(C)C)c2nc3c(C)cccc3cc2c1=O
CHEMBL12262,Cc1cn2c(=O)c3cc(C(=O)O)ccc3nc2s1
CHEMBL12251,CN(C)CCCOc1cc(C(=O)Nc2cccc(Cl)c2)n(Cc2ccccc2)n1
CHEMBL14467,CC1CC/C(=N\Nc2ccccc2F)c2ncc(C(=O)O)c(=O)n21
CHEMBL266685,C/N=C(/NC#N)NC1c2cnccc2OC(C)(C)[C@H]1O
CHEMBL277136,Cc1ccc2c(c1)N(C(=O)N1C[C@@H](C)N[C@H](C)C1)Cc1c(C(=O)OC(C)(C)C)ncn1-2
CHEMBL11856,CC(C)Sc1ccc(CC2CCN(C3CCN(C(=O)c4ccccc4Cl)CC3)CC2)cc1
CHEMBL273607,CC1(C)OCC(COC(=O)c2cn3c(ccc4ccccc43)n2)O1
CHEMBL6233,O=C(C1CCCCN1)N1CCN(Cc2ccccn2)CC1
CHEMBL11746,O=C(O)COc1cccc2c1CCCC2CCn1cc(C(c2ccccc2)c2ccccc2)cn1
CHEMBL275567,COc1ccc(C(CN)c2ccc(OC)cc2)cc1
CHEMBL11909,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O
CHEMBL12730,O=[N+]([O-])c1cc2nc(O)c(O)nc2cc1-n1cccc1
CHEMBL14460,Cc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1ccc(Oc3cccnc3C)nc1)CC2
CHEMBL14717,CC(=O)Nc1cc2c(c(N3CCCC3)c1C#N)C[C@H](O)C(C)(C)O2
CHEMBL15377,C=C(c1c(C)ccc(Cl)c1OCC(O)CNC(C)C)n1ccnc1
CHEMBL9999,COc1ccc(Sc2ccc(CC3=NCCN3)cc2)cc1
CHEMBL13872,CCNC(=O)C1=CC(C)(C)Oc2ccc([N+](=O)[O-])cc21
CHEMBL9706,OC[C@@]1(CCCCCc2ccccc2)CC2C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C(O5)[C@@H]1O
CHEMBL275780,CC(C)[C@H]1OS(=O)O[C@]1(Cn1cncn1)c1ccc(Cl)cc1
CHEMBL12465,NCc1ccn(-c2cc3c(cc2[N+](=O)[O-])[nH]c(=O)c(=O)n3CC(=O)O)c1
CHEMBL415292,CN(C)c1cccc2c(S(=O)(=O)Nc3ccc(Cl)nc3)cccc12
CHEMBL12091,Nc1nc(=O)n(C2OC(CO)C(Cl)C2O)cc1F
CHEMBL11251,Oc1ncnc2c1ncn2C1CCCc2ccccc21
CHEMBL276903,O=C(CCCc1ccccn1)NCCc1c[nH]cn1
CHEMBL8828,CCCC[C@@H](C[C@@H](CCc1ccc(-c2ccc(F)cc2)cc1)C(=O)N[C@H](C(=O)NC)C(C)(C)C)C(=O)O
CHEMBL13483,CC(C)n1c(=O)nc(-c2ccc(C(=O)O)cc2)c2cc3c(cc21)OCO3
CHEMBL266709,C=CCC1Oc2cccc(O)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3
CHEMBL6414,CN(C)c1cccc2c(S(=O)(=O)Nc3cccnc3)cccc12
CHEMBL12785,O=S(=O)(CS(=O)(=O)C(F)(F)F)c1ccc(C(F)(F)F)cc1
CHEMBL15489,O=C(O)CCSC(SCCC(=O)O)c1ccccc1CCCCCCCCc1ccccc1
CHEMBL417988,COc1ccc2[nH]c(-c3ccccc3)c(CCNC(=O)C(F)(F)F)c2c1
CHEMBL6843,CCC1CCNc2cc3oc(=O)cc(C(F)(F)F)c3cc21
CHEMBL451241,O=C(Oc1ccc2[nH]c(C(=O)c3cc4ccccc4[nH]3)cc2c1)c1ccc([N+](=O)[O-])cc1
CHEMBL12575,COc1cccc(OC)c1CN1CCc2c([nH]c3ccccc23)C1
CHEMBL413497,CCN(CC)CCNCCNc1ccc2ncn3c4ccc(O)cc4c(=O)c1c23
CHEMBL275722,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CC=C(OC(C)=O)[C@@]2(C)C[C@H]1OC(C)=O
CHEMBL268214,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)N1CCCc1cccc(I)c1
CHEMBL427957,CC[C@H]1C[C@@H](C)Nc2cc3nc(O)cc(C(F)(F)F)c3cc21
CHEMBL9633,CCCCN(CC)c1nc(C)nc2c1nnn2-c1c(Br)cc(OC)cc1OC
CHEMBL11055,COc1ccnc2c1CCc1cc(Cl)ccc1C2=C1CCN(C(C)=O)CC1
CHEMBL276820,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1
CHEMBL13463,CC(CN1CCOCC1)n1cc(C(=O)c2ccccc2F)c2ccccc21
CHEMBL10944,CCN(CC)C(C)Cc1cc(OC)c(I)cc1OC
CHEMBL11263,CC(=O)Nc1ccc(CCCCNCCc2c(-c3cc(C)cc(C)c3)[nH]c3ccccc23)cn1
CHEMBL10652,CCN(CC)CCNC(=O)c1cc(Cl)c(NC(=O)COc2ccccc2Cl)cc1OC
CHEMBL12314,CN1C[C@@H](NS(=O)(=O)N(C)C)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21
CHEMBL10331,O=C1CCC(c2ccccc2)(C2CCN(Cc3ccccc3F)CC2)C(=O)N1
CHEMBL440,C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O
CHEMBL13098,COC(=O)c1ccccc1OCC(O)CNCCNS(=O)(=O)c1ccc(C)cc1
CHEMBL6789,CCCCNC(=O)CC1CCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1
CHEMBL7347,Nc1nc(N)c2cc(CNC(=O)c3ccc4ccccc4c3)ccc2n1
CHEMBL274320,COc1ccc(-c2sc3cc(OC)ccc3c2C(=O)c2c(OC)cccc2OC)cc1
CHEMBL9941,COc1ccc(/C=C/C(=O)c2cc(OC)c(OC)c(OC)c2)cc1O
CHEMBL7362,CNC(=O)NCC(C)(C)NCC(O)COC(=O)c1ccccc1F
CHEMBL6637,C/C(=C\Cn1oc(=O)[nH]c1=O)c1ccc(OCCc2nc(-c3ccc(C(F)(F)F)cc3)oc2C)cc1
CHEMBL6865,CC1=C(C(=O)OC(C)(C)C)N2C(=O)/C(=C\OC(=O)C(C)(C)C)[C@H]2S(=O)(=O)C1
CHEMBL276236,COc1cccc2c1CCC[C@H]2CN(C)CCc1ccc2c(c1)CCN2
CHEMBL266120,Cc1cccc(NC(=O)NNc2nc3ccccc3c(=O)n2-c2cccc(OC(C)C)c2)c1
CHEMBL6533,C[C@]1(Cn2ccnn2)[C@H](C(=O)[O-])N2C(=O)[C@@H](CO)[C@H]2S1(=O)=O.[Na+]
CHEMBL8505,CC(C)(C)c1cc(/C=C/c2cccc(C(F)(F)F)c2)cc(C(C)(C)C)c1O
CHEMBL9933,CC(C)(C)C(=O)Oc1ccccc1C(=O)c1ccccc1OC(=O)C(C)(C)C
CHEMBL7971,CCOC(=O)c1cc(NC(=O)Cc2cccs2)ccc1OCC(O)CNC(C)(C)C
CHEMBL269226,CCCCc1c(O)n(Cc2ccc(Cl)cc2)c2nc3c(c(=O)n(C)c(=O)n3C)n2c1=O
CHEMBL274170,O=C(/C=C/c1ccc(O)cc1)c1ccc(Cl)c(Cl)c1
CHEMBL441950,c1ccc(Cc2ccc(OCCn3cnc4cnccc43)cc2)cc1
CHEMBL9743,Oc1ccc2c3c1OC1[C@H]4OC[C@@]4(CCCc4ccccc4)CC4C(C2)N(CC2CCC2)CCC341
CHEMBL416709,CCCN(CCC)C(=O)c1ccc(N(c2ccccc2)[C@@H]2C[C@H]3CC[C@@H](C2)N3C)cc1
CHEMBL10157,CC(C)(C)C(=O)Oc1ccc(Oc2ccc(OC(=O)C(C)(C)C)cc2)cc1
CHEMBL12105,O=C1CC(Cc2ccccc2)C(=O)N1OS(=O)(=O)/C=C/c1ccccc1
CHEMBL8867,NC(C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1
CHEMBL416163,C/N=C(\NC#N)NCCSCCn1nc(-c2ccccc2)ccc1=O
CHEMBL278982,CCOC(=O)c1c(CN2CCc3ccccc3C2)nc2ccccc2c1-c1ccccc1
CHEMBL8739,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O
CHEMBL10733,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2Cc2ccc(Cl)cc2)cc1
CHEMBL277781,CC(C)(C)OC(=O)c1ncn2c1CN(C(=O)N1CCN(C(C)(C)C)CC1)c1cc(Cl)ccc1-2
CHEMBL6418,COC(=O)CC/C=C\CC[C@H]1C(=O)C[C@@H](O)[C@@H]1/C=C/CC(C)(O)CCC1CCCCC1
CHEMBL266618,CSCC[C@H](NC(=O)c1ccc(COc2ccccc2)cc1-c1ccccc1)C(=O)O
CHEMBL274685,Cc1ccc2c(c1)N(C(=O)N1CCN[C@H](C)C1)Cc1c(C(=O)OC(C)(C)C)ncn1-2
CHEMBL12001,CCCCC/C=C(\NC(=O)C1CC1(Cl)Cl)C(=O)O
CHEMBL12299,CCN(CC)CCN(Cc1ccccc1)C(=O)c1ccc(-n2ccnc2)cc1
CHEMBL9282,OCCC12NC(Cc3ccccc31)C1CCCCC12
CHEMBL268844,COc1ccc2c(c1/N=C(\S)Nc1ccc([N+](=O)[O-])cc1)C(C)(C)COC2(C)C
CHEMBL275142,CCCCCCCCCCCC(=O)NC(CCCCCC)COP(=O)(O)OCCOCc1ccccc1
CHEMBL9917,COc1ccc2c(c1)c(CCNC(=O)C1CCC1)c1n2CCCc2ccccc2-1
CHEMBL7896,CN(C)c1ncnc2c1ncn2Cc1cccc(Br)c1
CHEMBL275569,COc1cc([C@@H]2c3[nH]c4ccccc4c3C[C@H]3COC(=O)N32)cc(OC)c1O
CHEMBL15454,C=C(c1cc(C)cc(C)c1OCC(O)CNC(C)(C)C)n1ccnc1
CHEMBL7984,Cc1cc(OCCCC(C)(C)C(=O)O)c(C)c(C)c1OCCCC(C)(C)C(=O)O
CHEMBL14605,Cc1csc2c1C(N1CCN(C)CC1)=Nc1cc(F)ccc1N2
CHEMBL269381,CN(C)c1ncnc2c1ncn2Cc1c(F)cccc1Cl
CHEMBL11622,CC(=O)Nc1ccn(COCCOC(=O)Oc2ccccc2)c(=O)n1
CHEMBL278450,COc1oc(=O)c2cc(NC(=O)C(NS(=O)(=O)c3ccc(C)cc3)c3ccccc3)ccc2c1Cl
CHEMBL12229,CCc1cccc(-c2cc(O)c(Sc3ccccc3C(C)C)c(=O)o2)c1
CHEMBL12166,C/C=C(\NC(=O)C1C(C=C(C)C)C1(C)C)C(=O)O
CHEMBL7732,CCCn1cc(CCN(C)C)c2cc(OC)ccc21
CHEMBL273906,O=C(O)c1ccc(-c2nnc3c4ccccc4c(N4CCCC4)nn23)cc1
CHEMBL275934,COc1ccc(CCNCC(O)COc2ccc(OCc3ncc[nH]3)cc2)cc1OC
CHEMBL266198,NC(=O)c1cc2c(Sc3ccc(Br)cc3)cncc2s1
CHEMBL12491,OC1(c2ccc(Cl)cc2)CCN(CCCn2c3c(c4ccccc42)CCN(CCc2ccccn2)C3)CC1
CHEMBL103,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
CHEMBL7690,Cc1cc(-c2c(F)cc3c(=O)c(Cc4cccc(O)c4O)cn(C4CC4)c3c2F)cc(C)n1
CHEMBL267307,CC(C)N(CCC(CCN1CCCCC1)(C(N)=O)c1ccc(C(C)(C)C)cc1)C(C)C
CHEMBL11508,O=C(O)c1cccc(C(=O)/C=C/c2cccc(/C=C/c3ccc4ccccc4n3)c2)c1O
CHEMBL13502,COc1cc(C)cc(OC)c1OC(=O)C(CC(=O)N1CCOCC1)N1CCOCC1
CHEMBL8595,CC(C)c1cc(/C=C/c2cccs2)cc(C(C)C)c1O
CHEMBL417984,CC(C)N(CCC(CCCN1CCCCC1)(C(N)=O)c1ccccc1Cl)C(C)C
CHEMBL9156,CCCCCCCC/C=C\CCCCCCCCOC(=O)N(CCCl)CCCl
CHEMBL14061,CCCc1c(O)n(Cc2ccccc2)c2nc3c(n2c1=O)C(=O)N(C)CN3C
CHEMBL10252,O=c1oc(Nc2c(Cl)cccc2Cl)nc2ccccc12
CHEMBL14563,Cc1cc2c(cc1Cl)N(C(=O)Nc1ccc(Oc3cccnc3C)nc1)CC2
CHEMBL269624,CC1(C)C(=O)[C@]2(CS(=O)(=O)N3CCC4(C=Cc5ccccc54)CC3)CCC1C2(C)C
CHEMBL274078,COc1cccc(OC)c1OC(=O)C(CCSC)N1CCCC1
CHEMBL12481,Cc1ccc(S(=O)(=O)O)cc1.N/C(=N\O)N/N=C/c1ccc(OCc2ccccc2)cc1
CHEMBL15087,NC1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C1
CHEMBL10255,COc1ccc(-c2cc(OC)c(OC)c(OC)c2)cc1O
CHEMBL11367,CC/C(=C(\c1ccc(OC(C)=O)cc1)c1cccc(OC(C)=O)c1)c1cccc(OC(C)=O)c1
CHEMBL10328,CCCC(=O)NCCc1c2n(c3ccccc13)Cc1ccccc1-2
CHEMBL267502,N=C(NN)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)[C@H](NCC(=O)O)C(c2ccccc2)c2ccccc2)s1
CHEMBL10392,CC(C)c1ccc2c(=O)oc(Nc3ccccc3I)nc2c1
CHEMBL12826,CC(=O)NC(Cc1ccccc1)C(=O)NCC(=N)S
CHEMBL276824,CCSc1ccnc(C[S+]([O-])c2nc3ccccc3n2C(=O)Oc2ccccc2)c1C
CHEMBL13444,CCCCc1c(O)n(-c2ccc(F)cc2)c2nc3c(c(=O)n(C)c(=O)n3C)n2c1=O
CHEMBL416897,CC(C)(C)OC(=O)c1ncn2c1CN(C(=O)N1CCOCC1)c1ccccc1-2
CHEMBL277606,CC1(C)C=C(C(=O)NCCCNC(=O)C2CC=CCC2C(=O)O)C(C)(C)N1
CHEMBL275534,Cc1cc(N2CCOCC2)nnc1Nn1c(C)ccc1C
CHEMBL6766,CCCNC(=O)CC1CCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1
CHEMBL427806,CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N1CCCC2(Cc3ccccc3C2)C1
CHEMBL10815,CC(c1ccccc1)N1C(=O)c2c(F)c(F)c(F)c(F)c2C1=O
CHEMBL417971,CCCCS(=O)(=O)N1C[C@@H](c2ccc3c(c2)OCO3)[C@H](C(=O)O)[C@H]1c1ccc(OC)cc1
CHEMBL13632,CN1CCc2cc(Cl)c(O)cc2C(c2cccc(Br)c2)C1
CHEMBL9122,O=c1ccn(C2CC(O)C(O)C(CO)O2)c(=O)[nH]1
CHEMBL11430,Oc1c(Cl)c(OCC(F)(F)F)nc(C(Cl)(Cl)Cl)c1Cl
CHEMBL10142,COc1cc(Br)c(-n2c(C)nc3c(-c4ccccc4C(F)(F)F)nc(C)nc32)c(OC)c1
CHEMBL273725,Cc1cc(C)cc(-c2[nH]c3ccccc3c2CCNCCCc2ccncc2)c1
CHEMBL274097,CCCC(=O)C(O)(Cn1cncn1)c1ccccc1Cl
CHEMBL15494,C=CCOc1ccccc1-c1ncc(-c2nn[nH]n2)c(O)n1
CHEMBL10558,CCCCCc1ccc2nc(O)c(C(=O)Nc3ccc(OCCCCCCCC(=O)O)cc3)c(O)c2c1
CHEMBL15111,CC(C)(O)CC(=O)c1cc2c(c(C(C)(C)C)c1)OCCC2
CHEMBL6279,Cn1cc(C2=C(c3cn(CCC/N=C(\N)N[N+](=O)[O-])c4ccccc34)C(=O)NC2=O)c2ccccc21
CHEMBL14681,C=C(C)c1ccc(OCCCN2CCC(c3noc4cc(F)ccc34)CC2)c(OC)c1
CHEMBL9186,N#Cc1ccc(C(=O)c2ccc3n2CCC3C(=O)O)cc1
CHEMBL7607,O=C1c2ccc(OCc3ccccc3)cc2CCC1CCN1CCC(c2ccccc2)CC1
CHEMBL10209,COc1c(C)cnc(C[S+]([O-])c2nc3ccccc3n2COC(C)=O)c1C
CHEMBL277510,CCC1=C(c2ccccc2)c2ccc(OCCN(C)C)cc2Oc2ccccc21
CHEMBL10110,COc1ccc2c(c1)c(CCNC(=O)C1CC1)c1n2Cc2ccccc2-1
CHEMBL13186,CCn1c(=O)c2nc(C(=O)Nc3nn[nH]n3)cn2c2ccccc21
CHEMBL13893,c1ccc(CN2CC(C3=NCCN3)Oc3ccccc32)cc1
CHEMBL274906,Cn1cc(C(=O)CCCCc2ccccc2)cc1/C=C/C(=O)NO
CHEMBL268629,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@H](Cc2ccc([N+](=O)[O-])cc2)C(=O)O)cc1
CHEMBL269294,O=C(N[C@H](Cc1ccc2ccccc2c1)C(=O)O)c1ccccc1Br
CHEMBL10518,CCC1(CC)C(=O)N(COC(=O)c2ccccc2)C1S(=O)(=O)c1ccccc1
CHEMBL9443,COc1ccnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[nH]2)c1C
CHEMBL12121,O=NN(CCF)C(=O)NC1CCS(=O)(=O)CC1
CHEMBL10005,CC(C)(C)c1ccc(C2=Cc3ccc(N(Cc4ccccc4)Cc4ccccc4)cc3C3=NCCCN23)cc1
CHEMBL10800,CCC[C@@H]1Cc2cc(C)n(CC(=O)NCc3ccc(N)nc3C)c(=O)c2NC1=O
CHEMBL440765,CN(C(=O)Cc1ccccc1)[C@H]1CC[C@@]2(CCCO2)C[C@@H]1N1CCCC1
CHEMBL11461,Cc1cc(O)n2nc(NS(=O)(=O)c3ccc(Cl)cc3)nc2n1
CHEMBL415977,COC(=O)c1ccc(OCC(O)CNCCN2CCCCC2)cc1
CHEMBL14550,COc1cc(-c2cc(O)c3ccccc3n2)cc(OC)c1OC
CHEMBL14289,Cc1nc2n(c(=O)c1C(N)=O)C(C)CCC2=NNc1ccccc1
CHEMBL11620,CC(NC(=O)C(CS)C(C)c1ccc2c(c1)OCO2)C(=O)O
CHEMBL12662,Fc1ccc2[nH]c3c(c2c1)CCN(CCc1ccc2ccccc2n1)C3
CHEMBL14486,CCNC(=O)n1c(=O)n(Cc2nc3ccccc3n2CCC(C)C)c2ccccc21
CHEMBL262956,CC(C)C(NC(=O)Cn1c(-c2cc(F)cc(F)c2)ncc(N)c1=O)C(=O)C(F)(F)F
CHEMBL430154,O=C(O)COc1cccc2c1CCC(Cn1cc(C(c3ccccc3)c3ccccc3)cn1)=C2
CHEMBL13209,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1
CHEMBL10223,O=c1oc(Nc2cccc(I)c2)nc2ccccc12
CHEMBL418340,O=C1CC2(CCCC2)CC(=O)N1OCCCN1CCN(c2nc3ccccc3s2)CC1
CHEMBL10342,CC(C)(C)C(=O)Oc1ccc(Cc2ccc(OC(=O)C(C)(C)C)cc2)cc1
CHEMBL9571,Cc1c(C(=O)NCCCCCO)cnn1-c1nc(-c2cccc(C(F)(F)F)c2)cs1
CHEMBL274095,CC(C)(CCOc1cccc(OCCC(C)(C)C(=O)O)c1)C(=O)O
CHEMBL275307,CCOc1cccc(-n2c(NNC(=O)Nc3cccc(C#N)c3)nc3ccccc3c2=O)c1
CHEMBL430321,C=C1C(=O)c2ccccc2OC1(c1ccccc1)c1ccccc1
CHEMBL267075,NC1=NC(c2ccc(F)cc2)Cc2cccc(Cl)c21
